Provenance;Terms involved;Ontology;Result
https://git.onem2m.org/MAS/BaseOntology/raw/master/base_ontology.owl;'["Variable","oneM2MMethod","string"]';https://www.w3.org/ns/ssn/;undefined
https://git.onem2m.org/MAS/BaseOntology/raw/master/base_ontology.owl;'["Variable","describes","Property"]';https://www.w3.org/ns/ssn/;undefined
https://git.onem2m.org/MAS/BaseOntology/raw/master/base_ontology.owl;'["StructuredTypeVariable","hasSubStructure","Variable"]';https://www.w3.org/ns/ssn/;undefined
https://git.onem2m.org/MAS/BaseOntology/raw/master/base_ontology.owl;'["SimpleTypeVariable","Variable"]';https://www.w3.org/ns/ssn/;undefined
https://git.onem2m.org/MAS/BaseOntology/raw/master/base_ontology.owl;'["Service","represents","Function"]';https://www.w3.org/ns/ssn/;undefined
https://git.onem2m.org/MAS/BaseOntology/raw/master/base_ontology.owl;'["Service","represents","Function"]';https://www.w3.org/ns/ssn/;undefined
https://git.onem2m.org/MAS/BaseOntology/raw/master/base_ontology.owl;'["AreaNetwork","netTechnologyProfile","string"]';https://www.w3.org/ns/ssn/;undefined
https://git.onem2m.org/MAS/BaseOntology/raw/master/base_ontology.owl;'["AreaNetwork","netTechnologyCommunicationProtocol","string"]';https://www.w3.org/ns/ssn/;undefined
https://git.onem2m.org/MAS/BaseOntology/raw/master/base_ontology.owl;'["AreaNetwork","netTechnologyPhysicalStandard","string"]';https://www.w3.org/ns/ssn/;undefined
https://git.onem2m.org/MAS/BaseOntology/raw/master/base_ontology.owl;["InterworkedDevice"];https://www.w3.org/ns/ssn/;undefined
https://git.onem2m.org/MAS/BaseOntology/raw/master/base_ontology.owl;'["InterworkedDevice","isPartOf","AreaNetwork"]';https://www.w3.org/ns/ssn/;undefined
https://git.onem2m.org/MAS/BaseOntology/raw/master/base_ontology.owl;["InterworkedDevice"];https://www.w3.org/ns/ssn/;undefined
https://git.onem2m.org/MAS/BaseOntology/raw/master/base_ontology.owl;'["Service","hasSubService"]';https://www.w3.org/ns/ssn/;undefined
https://git.onem2m.org/MAS/BaseOntology/raw/master/base_ontology.owl;'["Device","offers","Service"]';https://www.w3.org/ns/ssn/;undefined
https://git.onem2m.org/MAS/BaseOntology/raw/master/base_ontology.owl;["Variable"];https://www.w3.org/ns/ssn/;undefined
https://git.onem2m.org/MAS/BaseOntology/raw/master/base_ontology.owl;'["Operation","hasOutput","OperationOutput","Command"]';https://www.w3.org/ns/ssn/;undefined
https://git.onem2m.org/MAS/BaseOntology/raw/master/base_ontology.owl;'["Command","hasInput","OperationInput","Operation"]';https://www.w3.org/ns/ssn/;undefined
https://git.onem2m.org/MAS/BaseOntology/raw/master/base_ontology.owl;'["Device","hasFunction","Function"]';https://www.w3.org/ns/ssn/;undefined
https://git.onem2m.org/MAS/BaseOntology/raw/master/base_ontology.owl;'["Device","PhysicalEntity","VirtualEntity"]';https://www.w3.org/ns/ssn/;undefined
https://git.onem2m.org/MAS/BaseOntology/raw/master/base_ontology.owl;'["Device","isPartOf","AreaNetwork"]';https://www.w3.org/ns/ssn/;undefined
https://git.onem2m.org/MAS/BaseOntology/raw/master/base_ontology.owl;'["Variable","hasMetaData","MetaData"]';https://www.w3.org/ns/ssn/;undefined
https://git.onem2m.org/MAS/BaseOntology/raw/master/base_ontology.owl;'["Property","hasMetaData","MetaData"]';https://www.w3.org/ns/ssn/;absent
https://git.onem2m.org/MAS/BaseOntology/raw/master/base_ontology.owl;["Property"];https://www.w3.org/ns/ssn/;passed
https://git.onem2m.org/MAS/BaseOntology/raw/master/base_ontology.owl;'["Thing","hasThingRelation"]';https://www.w3.org/ns/ssn/;passed
https://git.onem2m.org/MAS/BaseOntology/raw/master/base_ontology.owl;'["Thing","hasThingProperty","ThingProperty"]';https://www.w3.org/ns/ssn/;absent
https://git.onem2m.org/MAS/BaseOntology/raw/master/base_ontology.owl;["Thing"];https://www.w3.org/ns/ssn/;passed
https://git.onem2m.org/MAS/BaseOntology/raw/master/base_ontology.owl;'["SimpleTypeVariable","hasDataType","string"]';https://www.w3.org/ns/ssn/;undefined
https://git.onem2m.org/MAS/BaseOntology/raw/master/base_ontology.owl;'["OutputDataPoint","Variable"]';https://www.w3.org/ns/ssn/;undefined
https://git.onem2m.org/MAS/BaseOntology/raw/master/base_ontology.owl;'["Command","hasOutput","OperationOutput"]';https://www.w3.org/ns/ssn/;undefined
https://git.onem2m.org/MAS/BaseOntology/raw/master/base_ontology.owl;'["Command","hasInput","OperationInput"]';https://www.w3.org/ns/ssn/;undefined
https://git.onem2m.org/MAS/BaseOntology/raw/master/base_ontology.owl;'["Operation","hasInput","OperationInput"]';https://www.w3.org/ns/ssn/;undefined
https://git.onem2m.org/MAS/BaseOntology/raw/master/base_ontology.owl;'["Operation","oneM2MTargetURI","string"]';https://www.w3.org/ns/ssn/;undefined
https://git.onem2m.org/MAS/BaseOntology/raw/master/base_ontology.owl;'["Operation","oneM2MMethod","string"]';https://www.w3.org/ns/ssn/;undefined
https://git.onem2m.org/MAS/BaseOntology/raw/master/base_ontology.owl;'["SimpleTypeVariable","hasDataRestriction","string"]';https://www.w3.org/ns/ssn/;undefined
https://git.onem2m.org/MAS/BaseOntology/raw/master/base_ontology.owl;'["Operation","hasOutput","OperationOutput"]';https://www.w3.org/ns/ssn/;undefined
https://git.onem2m.org/MAS/BaseOntology/raw/master/base_ontology.owl;'["Operation","hasOutput","OperationOutput"]';https://www.w3.org/ns/ssn/;undefined
https://git.onem2m.org/MAS/BaseOntology/raw/master/base_ontology.owl;'["Operation","hasInput","OperationInput"]';https://www.w3.org/ns/ssn/;undefined
https://git.onem2m.org/MAS/BaseOntology/raw/master/base_ontology.owl;["Operation"];https://www.w3.org/ns/ssn/;undefined
https://git.onem2m.org/MAS/BaseOntology/raw/master/base_ontology.owl;'["Variable","hasMetaData","MetaData"]';https://www.w3.org/ns/ssn/;undefined
https://w3id.org/saref#;'["Meter","Device","Applicance","FunctionRelated","Actuator","Lighting","HVAC"]';https://www.w3.org/ns/ssn/;undefined
https://w3id.org/saref#;'["BuildingRelated","Device","EneryRelated","FunctionRelated"]';https://www.w3.org/ns/ssn/;undefined
https://w3id.org/saref#;'["BuildingObject","specify","Space","BuildingSpace","SpatialThing"]';https://www.w3.org/ns/ssn/;undefined
https://w3id.org/saref#;'["BuildingObject","openedby","Actuator","closedby"]';https://www.w3.org/ns/ssn/;undefined
https://w3id.org/saref#;'["Meter","FunctionRelated"]';https://www.w3.org/ns/ssn/;undefined
https://w3id.org/saref#;'["DimmerLamp","control","Light"]';https://www.w3.org/ns/ssn/;undefined
https://w3id.org/saref#;'["DimmerLamp","performs","LevelControl"]';https://www.w3.org/ns/ssn/;undefined
https://w3id.org/saref#;'["DimmerLamp","Actuator","Lighting"]';https://www.w3.org/ns/ssn/;undefined
https://w3id.org/saref#;'["Time","consistsOf","TemporalEntity"]';https://www.w3.org/ns/ssn/;undefined
https://w3id.org/saref#;'["Power","isMeasuredIn","PowerUnit"]';https://www.w3.org/ns/ssn/;undefined
https://w3id.org/saref#;'["Price","isMeasuredIn","Currency"]';https://www.w3.org/ns/ssn/;undefined
https://w3id.org/saref#;'["Device","control","BuildingObject"]';https://www.w3.org/ns/ssn/;undefined
https://w3id.org/saref#;'["BuildingSpace","contains","Devices","BuildingObjects"]';https://www.w3.org/ns/ssn/;undefined
https://w3id.org/saref#;'["BuildingSpace","define","PhysicalSpace"]';https://www.w3.org/ns/ssn/;undefined
https://w3id.org/saref#;'["Device","hasDescription","string"]';https://www.w3.org/ns/ssn/;undefined
https://w3id.org/saref#;'["Device","hasModel","string"]';https://www.w3.org/ns/ssn/;undefined
https://w3id.org/saref#;'["Device","hasModel","string"]';https://www.w3.org/ns/ssn/;undefined
https://w3id.org/saref#;'["EnergyMeter","Device","WashingMachine","TemperatureSensor"]';https://www.w3.org/ns/ssn/;undefined
https://w3id.org/saref#;'["Device","hasFunction","Function"]';https://www.w3.org/ns/ssn/;undefined
https://w3id.org/saref#;["Device"];https://www.w3.org/ns/ssn/;undefined
https://w3id.org/saref#;'["EnergyMeter","hasFunction","MeteringFunction"]';https://www.w3.org/ns/ssn/;undefined
https://w3id.org/saref#;["Function"];https://www.w3.org/ns/ssn/;undefined
https://w3id.org/saref#;'["DoorSwitch","accomplishes","Safety"]';https://www.w3.org/ns/ssn/;undefined
https://w3id.org/saref#;'["DoorSwitch","hasFunction","OpenCloseFunction"]';https://www.w3.org/ns/ssn/;undefined
https://w3id.org/saref#;'["Switch","consistsOf","Actuator"]';https://www.w3.org/ns/ssn/;undefined
https://w3id.org/saref#;'["Switch","Actuator"]';https://www.w3.org/ns/ssn/;undefined
https://w3id.org/saref#;'["SmokeSensor","measuresProperty","Smoke"]';https://www.w3.org/ns/ssn/;undefined
https://w3id.org/saref#;'["SmokeSensor","hasFunction","EventFunction","SensingFunction"]';https://www.w3.org/ns/ssn/;undefined
https://w3id.org/saref#;'["SmokeSensor","consistsOf","Sensor"]';https://www.w3.org/ns/ssn/;undefined
https://w3id.org/saref#;'["SmokeSensor","Sensor"]';https://www.w3.org/ns/ssn/;undefined
https://w3id.org/saref#;'["WashingMachine","hasFunction","StartStopFunction"]';https://www.w3.org/ns/ssn/;undefined
https://w3id.org/saref#;'["Washing","Task","WashingMachine","accomplishes"]';https://www.w3.org/ns/ssn/;undefined
https://w3id.org/saref#;'["Device","hasProfile","Profile"]';https://www.w3.org/ns/ssn/;undefined
https://w3id.org/saref#;'["Device","hasProfile","Profile"]';https://www.w3.org/ns/ssn/;undefined
https://w3id.org/saref#;'["Service","isOfferedBy","Device"]';https://www.w3.org/ns/ssn/;undefined
https://w3id.org/saref#;'["Service","isOfferedBy","Device"]';https://www.w3.org/ns/ssn/;undefined
https://w3id.org/saref#;'["Profile","hasTime","Time"]';https://www.w3.org/ns/ssn/;undefined
https://w3id.org/saref#;'["Energy","isMeasuredIn","EnergyUnit"]';https://www.w3.org/ns/ssn/;undefined
https://w3id.org/saref#;'["Profile","hasPrice","Price"]';https://www.w3.org/ns/ssn/;undefined
https://w3id.org/saref#;'["Service","isOfferedBy","Device"]';https://www.w3.org/ns/ssn/;undefined
https://w3id.org/saref#;["Service"];https://www.w3.org/ns/ssn/;undefined
https://w3id.org/saref#;'["Device","hasState","State"]';https://www.w3.org/ns/ssn/;undefined
https://w3id.org/saref#;'["Command","actsUpon","State"]';https://www.w3.org/ns/ssn/;undefined
https://w3id.org/saref#;'["Device","offers","Service"]';https://www.w3.org/ns/ssn/;undefined
https://w3id.org/saref#;'["ActuatingFunction","Function","MeteringFunction","SensingFunction","EventFunction"]';https://www.w3.org/ns/ssn/;undefined
https://w3id.org/saref#;'["Service","represent","Function"]';https://www.w3.org/ns/ssn/;undefined
https://w3id.org/saref#;'["Device","Appliance","Load"]';https://www.w3.org/ns/ssn/;undefined
https://w3id.org/saref#;'["TemperatureSensor","hasFunction","SensingFunction"]';https://www.w3.org/ns/ssn/;undefined
https://w3id.org/saref#;'["TemperatureSensor","consistsOf","Sensor"]';https://www.w3.org/ns/ssn/;undefined
https://w3id.org/saref#;'["TemperatureSensor","Sensor"]';https://www.w3.org/ns/ssn/;undefined
https://w3id.org/saref#;'["Sensor","hasFunction","SensingFunction"]';https://www.w3.org/ns/ssn/;absent
https://w3id.org/saref#;'["Sensor","Device"]';https://www.w3.org/ns/ssn/;absent
https://w3id.org/saref#;'["Device","consistsOf"]';https://www.w3.org/ns/ssn/;undefined
https://w3id.org/saref#;'["Device","control","BuildingObject"]';https://www.w3.org/ns/ssn/;undefined
https://w3id.org/saref#;'["Temperature","Property","Smoke","Energy"]';https://www.w3.org/ns/ssn/;undefined
https://w3id.org/saref#;'["Device","notify","Property"]';https://www.w3.org/ns/ssn/;undefined
https://w3id.org/saref#;'["OffCommand","Command","OnCommand","CloseCommand","ToggleCommand"]';https://www.w3.org/ns/ssn/;undefined
https://w3id.org/saref#;'["Function","hasCommand","Command"]';https://www.w3.org/ns/ssn/;undefined
https://w3id.org/saref#;'["MeteringFunction","Function","SensingFunction","EventFunction","ActuatingFunction"]';https://www.w3.org/ns/ssn/;undefined
https://w3id.org/saref#;'["LevelControlFuntion","ActuatingFunction","OnOffFunction"]';https://www.w3.org/ns/ssn/;undefined
https://w3id.org/saref#;'["Meter","hasFunction","MeteringFunction"]';https://www.w3.org/ns/ssn/;undefined
https://w3id.org/saref#;'["EnergyMeter","Meter"]';https://www.w3.org/ns/ssn/;undefined
https://w3id.org/saref#;'["EnergyMeter","consistsOf","Meter"]';https://www.w3.org/ns/ssn/;undefined
https://w3id.org/saref#;[];https://www.w3.org/ns/ssn/;passed
https://w3id.org/saref#;'["Device","measuresProperty","Property"]';https://www.w3.org/ns/ssn/;undefined
https://w3id.org/saref#;'["Device","hasFunction","SensingFunction"]';https://www.w3.org/ns/ssn/;undefined
https://w3id.org/saref#;'["Water","Commodity","Gas"]';https://www.w3.org/ns/ssn/;undefined
https://w3id.org/saref#;'["Device","isUsedFor","Commodity"]';https://www.w3.org/ns/ssn/;undefined
https://w3id.org/saref#;'["EneryRelated","Device","FunctionRelated","BuildingRelated"]';https://www.w3.org/ns/ssn/;undefined
https://w3id.org/saref#;'["Load","EnergyRelated","Generator","Storage"]';https://www.w3.org/ns/ssn/;undefined
