Provenance;Terms involved;Ontology;Result
https://w3id.org/saref#;'["BuildingObject","specify","Space","BuildingSpace","SpatialThing"]';https://git.onem2m.org/MAS/BaseOntology/raw/master/base_ontology.owl;undefined
https://w3id.org/saref#;'["BuildingObject","openedby","Actuator","closedby"]';https://git.onem2m.org/MAS/BaseOntology/raw/master/base_ontology.owl;undefined
https://w3id.org/saref#;'["Meter","FunctionRelated"]';https://git.onem2m.org/MAS/BaseOntology/raw/master/base_ontology.owl;undefined
https://w3id.org/saref#;'["DimmerLamp","control","Light"]';https://git.onem2m.org/MAS/BaseOntology/raw/master/base_ontology.owl;undefined
https://w3id.org/saref#;'["DimmerLamp","performs","LevelControl"]';https://git.onem2m.org/MAS/BaseOntology/raw/master/base_ontology.owl;undefined
https://w3id.org/saref#;'["DimmerLamp","Actuator","Lighting"]';https://git.onem2m.org/MAS/BaseOntology/raw/master/base_ontology.owl;undefined
https://w3id.org/saref#;'["Time","consistsOf","TemporalEntity"]';https://git.onem2m.org/MAS/BaseOntology/raw/master/base_ontology.owl;undefined
https://w3id.org/saref#;'["Power","isMeasuredIn","PowerUnit"]';https://git.onem2m.org/MAS/BaseOntology/raw/master/base_ontology.owl;undefined
https://w3id.org/saref#;'["Price","isMeasuredIn","Currency"]';https://git.onem2m.org/MAS/BaseOntology/raw/master/base_ontology.owl;undefined
https://w3id.org/saref#;'["Device","control","BuildingObject"]';https://git.onem2m.org/MAS/BaseOntology/raw/master/base_ontology.owl;absent
https://w3id.org/saref#;'["BuildingSpace","contains","Devices","BuildingObjects"]';https://git.onem2m.org/MAS/BaseOntology/raw/master/base_ontology.owl;undefined
https://w3id.org/saref#;'["BuildingSpace","define","PhysicalSpace"]';https://git.onem2m.org/MAS/BaseOntology/raw/master/base_ontology.owl;undefined
https://w3id.org/saref#;'["Device","hasDescription","string"]';https://git.onem2m.org/MAS/BaseOntology/raw/master/base_ontology.owl;passed
https://w3id.org/saref#;'["Device","hasModel","string"]';https://git.onem2m.org/MAS/BaseOntology/raw/master/base_ontology.owl;passed
https://w3id.org/saref#;'["Device","hasModel","string"]';https://git.onem2m.org/MAS/BaseOntology/raw/master/base_ontology.owl;passed
https://w3id.org/saref#;'["EnergyMeter","Device","WashingMachine","TemperatureSensor"]';https://git.onem2m.org/MAS/BaseOntology/raw/master/base_ontology.owl;undefined
https://w3id.org/saref#;'["Device","hasFunction","Function"]';https://git.onem2m.org/MAS/BaseOntology/raw/master/base_ontology.owl;passed
https://w3id.org/saref#;["Device"];https://git.onem2m.org/MAS/BaseOntology/raw/master/base_ontology.owl;passed
https://w3id.org/saref#;'["EnergyMeter","hasFunction","MeteringFunction"]';https://git.onem2m.org/MAS/BaseOntology/raw/master/base_ontology.owl;undefined
