Ontology;Value;Term
https://w3id.org/saref;https://w3id.org/saref#PressureUnit;PressureUnit
https://w3id.org/saref;https://w3id.org/saref#SetLevelCommand;SetLevelCommand
https://w3id.org/saref;https://w3id.org/saref#StepDown;StepDown
https://w3id.org/saref;https://w3id.org/saref#ActuatingFunction;ControllingFunction
https://w3id.org/saref;http://www.w3.org/2001/XMLSchema#string;string
https://w3id.org/saref;https://w3id.org/saref#OnOffFunction;OnOffFunction
https://w3id.org/saref;https://w3id.org/saref#Water;Water
https://w3id.org/saref;https://w3id.org/saref#Switch;Switch
https://w3id.org/saref;https://w3id.org/saref#relatesToMeasurement;relatesToMeasurement
https://w3id.org/saref;https://w3id.org/saref#TemperatureSensor;TemperatureSensor
https://w3id.org/saref;https://w3id.org/saref#StartStopState;StartStopState
https://w3id.org/saref;https://w3id.org/saref#consistsOf;consistsOf
https://w3id.org/saref;http://purl.org/dc/terms/issued;issued
https://w3id.org/saref;https://w3id.org/saref#SwitchOnService;SwitchOnService
https://w3id.org/saref;https://w3id.org/saref#offers;offers
https://w3id.org/saref;https://w3id.org/saref#MeteringFunction;MeteringFunction
https://w3id.org/saref;https://w3id.org/saref#CloseCommand;CloseCommand
https://w3id.org/saref;https://w3id.org/saref#GetMeterDataCommand;GetMeterDataCommand
https://w3id.org/saref;https://w3id.org/saref#hasState;hasState
https://w3id.org/saref;https://w3id.org/saref#IlluminanceUnit;IlluminanceUnit
https://w3id.org/saref;http://www.wurvoc.org/vocabularies/om-1.8/watt;watt
https://w3id.org/saref;https://w3id.org/saref#LightSwitch;LightSwitch
https://w3id.org/saref;http://www.wurvoc.org/vocabularies/om-1.8/degree_Fahrenheit;degree_Fahrenheit
https://w3id.org/saref;http://www.wurvoc.org/vocabularies/om-1.8/pascal;pascal
https://w3id.org/saref;https://w3id.org/saref#Function;Function
https://w3id.org/saref;https://w3id.org/saref#Service;Service
https://w3id.org/saref;https://w3id.org/saref#isAbout;isAbout
https://w3id.org/saref;https://w3id.org/saref#accomplishes;accomplishes
https://w3id.org/saref;https://w3id.org/saref#Motion;Motion
https://w3id.org/saref;https://w3id.org/saref#Time;Time
https://w3id.org/saref;https://w3id.org/saref#SensingFunction;SensingFunction
https://w3id.org/saref;https://w3id.org/saref#hasSensorType;hasSensorType
https://w3id.org/saref;https://w3id.org/saref#StepDownCommand;StepDownCommand
https://w3id.org/saref;http://www.w3.org/2000/01/rdf-schema#isDefinedBy;isDefinedBy
https://w3id.org/saref;https://w3id.org/saref#hasProfile;hasProfile
https://w3id.org/saref;https://w3id.org/saref#Commodity;Commodity
https://w3id.org/saref;https://w3id.org/saref#hasTime;hasTime
https://w3id.org/saref;http://www.w3.org/2002/07/owl#versionInfo;versionInfo
https://w3id.org/saref;https://w3id.org/saref#Energy;Energy
https://w3id.org/saref;https://w3id.org/saref#hasCommand;hasCommand
https://w3id.org/saref;http://www.wurvoc.org/vocabularies/om-1.8/degree_Celsius;degree_Celsius
https://w3id.org/saref;https://w3id.org/saref#Close;Close
https://w3id.org/saref;https://w3id.org/saref#Measurement;Measurement
https://w3id.org/saref;https://w3id.org/saref#GetSensingDataCommand;GetSensingDataCommand
https://w3id.org/saref;http://purl.org/dc/terms/creator;creator
https://w3id.org/saref;https://w3id.org/saref#Temperature;Temperature
https://w3id.org/saref;https://w3id.org/saref#Gas;Gas
https://w3id.org/saref;https://w3id.org/saref#StartStopFunction;StartStopFunction
https://w3id.org/saref;https://w3id.org/saref#OpenCloseState;OpenCloseState
https://w3id.org/saref;http://www.w3.org/1999/02/22-rdf-syntax-ns#PlainLiteral;PlainLiteral
https://w3id.org/saref;https://w3id.org/saref#makesMeasurement;makesMeasurement
https://w3id.org/saref;https://w3id.org/saref#GetSensingData;GetSensingData
https://w3id.org/saref;https://w3id.org/saref#MicroRenewable;MicroRenewable
https://w3id.org/saref;https://w3id.org/saref#Electricity;Electricity
https://w3id.org/saref;https://w3id.org/saref#Price;Price
https://w3id.org/saref;https://w3id.org/saref#CloseState;CloseState
https://w3id.org/saref;https://w3id.org/saref#Actuator;Actuator
https://w3id.org/saref;https://w3id.org/saref#EnergyMeter;EnergyMeter
https://w3id.org/saref;https://w3id.org/saref#GetMeterData;GetMeterData
https://w3id.org/saref;https://w3id.org/saref#GetMeterHistory;GetMeterHistory
https://w3id.org/saref;http://www.wurvoc.org/vocabularies/om-1.8/United_States_dollar;United_States_dollar
https://w3id.org/saref;https://w3id.org/saref#Coal;Coal
https://w3id.org/saref;https://w3id.org/saref#MultiLevelState;MultiLevelState
https://w3id.org/saref;https://w3id.org/saref#Meter;Meter
https://w3id.org/saref;https://w3id.org/saref#hasFunction;hasFunction
https://w3id.org/saref;https://w3id.org/saref#Task;Task
https://w3id.org/saref;https://w3id.org/saref#PowerUnit;PowerUnit
https://w3id.org/saref;https://w3id.org/saref#Comfort;Comfort
https://w3id.org/saref;https://w3id.org/saref#FunctionRelated;FunctionRelated
https://w3id.org/saref;https://w3id.org/saref#OpenCommand;OpenCommand
https://w3id.org/saref;https://w3id.org/saref#StartState;StartState
https://w3id.org/saref;https://w3id.org/saref#HVAC;HVAC
https://w3id.org/saref;https://w3id.org/saref#Open;Open
http://www.w3.org/ns/sosa;http://www.w3.org/ns/sosa/isSampleOf;isSampleOf
http://www.w3.org/ns/sosa;http://www.w3.org/ns/sosa/Actuation;Actuation
http://www.w3.org/ns/sosa;http://www.w3.org/ns/sosa/isResultOf;isResultOf
http://www.w3.org/ns/sosa;http://purl.org/vocommons/voaf#Vocabulary;Vocabulary
http://www.w3.org/ns/sosa;http://www.w3.org/2006/time#TemporalEntity;TemporalEntity
http://www.w3.org/ns/sosa;http://www.w3.org/ns/sosa/phenomenonTime;phenomenonTime
http://www.w3.org/ns/sosa;http://www.w3.org/ns/sosa/Sample;Sample
http://www.w3.org/ns/sosa;http://www.w3.org/ns/sosa/Sampler;Sampler
http://www.w3.org/ns/sosa;http://www.w3.org/ns/sosa/madeBySensor;madeBySensor
http://www.w3.org/ns/sosa;http://www.w3.org/ns/sosa/ActuatableProperty;ActuatableProperty
http://www.w3.org/ns/sosa;http://www.w3.org/ns/sosa/hasSimpleResult;hasSimpleResult
http://www.w3.org/ns/sosa;http://purl.org/dc/terms/created;created
http://www.w3.org/ns/sosa;http://xmlns.com/foaf/0.1/name;name
http://www.w3.org/ns/sosa;http://www.w3.org/ns/sosa/observes;observes
http://www.w3.org/ns/sosa;http://www.w3.org/ns/sosa/isHostedBy;isHostedBy
http://www.w3.org/ns/sosa;http://www.w3.org/ns/sosa/usedProcedure;usedProcedure
http://www.w3.org/ns/sosa;http://www.w3.org/ns/sosa/observedProperty;observedProperty
http://www.w3.org/ns/sosa;http://schema.org/rangeIncludes;rangeIncludes
http://www.w3.org/ns/sosa;http://www.w3.org/ns/sosa/Result;Result
http://www.w3.org/ns/sosa;http://www.w3.org/ns/sosa/isObservedBy;isObservedBy
http://www.w3.org/ns/sosa;http://www.w3.org/ns/sosa/madeSampling;madeSampling
http://www.w3.org/ns/sosa;http://www.w3.org/ns/sosa/madeObservation;madeObservation
http://www.w3.org/ns/sosa;http://www.w3.org/ns/sosa/hasFeatureOfInterest;hasFeatureOfInterest
http://www.w3.org/ns/sosa;http://www.w3.org/ns/sosa/Procedure;Procedure
http://www.w3.org/ns/sosa;http://purl.org/vocab/vann/preferredNamespaceUri;preferredNamespaceUri
http://www.w3.org/ns/sosa;http://www.w3.org/ns/sosa/Actuator;Actuator
http://www.w3.org/ns/sosa;http://www.w3.org/2000/01/rdf-schema#label;label
http://www.w3.org/ns/sosa;http://www.w3.org/ns/sosa/hosts;hosts
http://www.w3.org/ns/sosa;http://www.w3.org/ns/sosa/Observation;Observation
http://www.w3.org/ns/sosa;http://www.w3.org/2000/01/rdf-schema#isDefinedBy;isDefinedBy
http://www.w3.org/ns/sosa;http://www.w3.org/ns/sosa/resultTime;resultTime
http://www.w3.org/ns/sosa;http://purl.org/dc/terms/rights;rights
http://www.w3.org/ns/sosa;http://www.w3.org/2004/02/skos/core#note;note
http://www.w3.org/ns/sosa;http://www.w3.org/2000/01/rdf-schema#comment;comment
http://www.w3.org/ns/sosa;http://www.w3.org/2004/02/skos/core#example;example
http://www.w3.org/ns/sosa;http://purl.org/dc/terms/title;title
http://www.w3.org/ns/sosa;http://www.w3.org/2004/02/skos/core#definition;definition
http://www.w3.org/ns/sosa;http://www.w3.org/ns/sosa/madeByActuator;madeByActuator
http://www.w3.org/ns/sosa;http://purl.org/dc/terms/creator;creator
http://www.w3.org/ns/sosa;http://www.w3.org/ns/sosa/;
http://www.w3.org/ns/sosa;http://www.w3.org/1999/02/22-rdf-syntax-ns#PlainLiteral;PlainLiteral
http://www.w3.org/ns/sosa;http://xmlns.com/foaf/0.1/Agent;Agent
http://www.w3.org/ns/sosa;http://www.w3.org/ns/sosa/isFeatureOfInterestOf;isFeatureOfInterestOf
http://www.w3.org/ns/sosa;http://www.w3.org/ns/sosa/hasSample;hasSample
http://www.w3.org/ns/sosa;http://purl.org/dc/terms/license;license
http://www.w3.org/ns/sosa;http://purl.org/dc/terms/description;description
http://www.w3.org/ns/sosa;http://purl.org/vocab/vann/preferredNamespacePrefix;preferredNamespacePrefix
http://www.w3.org/ns/sosa;http://www.w3.org/ns/sosa/Platform;Platform
http://www.w3.org/ns/sosa;http://schema.org/domainIncludes;domainIncludes
http://www.w3.org/ns/sosa;http://www.w3.org/ns/sosa/Sensor;Sensor
http://www.w3.org/ns/sosa;http://www.w3.org/ns/sosa/hasResult;hasResult
http://www.w3.org/ns/sosa;http://www.w3.org/ns/sosa/isActedOnBy;isActedOnBy
http://www.w3.org/ns/sosa;http://www.w3.org/ns/sosa/FeatureOfInterest;FeatureOfInterest
http://www.w3.org/ns/sosa;http://www.w3.org/ns/sosa/madeBySampler;madeBySampler
http://www.w3.org/ns/sosa;http://www.w3.org/ns/sosa/Sampling;Sampling
http://www.w3.org/ns/sosa;http://www.w3.org/2001/XMLSchema#dateTime;dateTime
http://www.w3.org/ns/sosa;http://www.w3.org/ns/sosa/actsOnProperty;actsOnProperty
http://www.w3.org/ns/sosa;http://www.w3.org/ns/sosa/madeActuation;madeActuation
http://www.w3.org/ns/sosa;http://www.w3.org/ns/sosa/ObservableProperty;ObservableProperty
