Ontology;Value;Term
http://iot.linkeddata.es/def/adapters/ontology.ttl;http://iot.linkeddata.es/def/adapters#Presence;Presence
http://iot.linkeddata.es/def/adapters/ontology.ttl;http://iot.linkeddata.es/def/adapters#AverageSound;AverageSound
http://iot.linkeddata.es/def/adapters/ontology.ttl;http://iot.linkeddata.es/def/adapters#BatteryNominalPower;BatteryNominalPower
http://iot.linkeddata.es/def/adapters/ontology.ttl;http://iot.linkeddata.es/def/adapters#BakingStartTimeHour;BakingStartTimeHour
http://iot.linkeddata.es/def/adapters/ontology.ttl;http://iot.linkeddata.es/def/adapters#RefrigeratorEmergency;RefrigeratorEmergency
http://iot.linkeddata.es/def/adapters/ontology.ttl;http://iot.linkeddata.es/def/adapters#BatteryActualControlMode;BatteryActualControlMode
http://iot.linkeddata.es/def/adapters/ontology.ttl;http://iot.linkeddata.es/def/adapters#ComboBatteryPV;ComboBatteryPV
http://iot.linkeddata.es/def/adapters/ontology.ttl;http://iot.linkeddata.es/def/adapters#IndoorEnvironmentalQualityScore;IndoorEnvironmentalQualityScore
http://iot.linkeddata.es/def/adapters/ontology.ttl;http://iot.linkeddata.es/def/adapters#MinPowerConsumption;MinPowerConsumption
http://iot.linkeddata.es/def/adapters/ontology.ttl;http://iot.linkeddata.es/def/adapters#NoiseLevel;NoiseLevel
http://iot.linkeddata.es/def/adapters/ontology.ttl;http://iot.linkeddata.es/def/adapters#MaximalCurrentOfChargingCable;MaximalCurrentOfChargingCable
http://iot.linkeddata.es/def/adapters/ontology.ttl;http://iot.linkeddata.es/def/adapters#MinLightIntensity;MinLightIntensity
http://iot.linkeddata.es/def/adapters/ontology.ttl;http://iot.linkeddata.es/def/adapters#WaterEnergyMeter;WaterEnergyMeter
http://iot.linkeddata.es/def/adapters/ontology.ttl;http://iot.linkeddata.es/def/adapters#WindowSensor;WindowSensor
http://iot.linkeddata.es/def/adapters/ontology.ttl;http://www.w3.org/2001/XMLSchema#nonNegativeInteger;nonNegativeInteger
http://iot.linkeddata.es/def/adapters/ontology.ttl;http://iot.linkeddata.es/def/adapters#BakingStartTimeMinute;BakingStartTimeMinute
http://iot.linkeddata.es/def/adapters/ontology.ttl;http://www.w3.org/ns/ssn/Property;Property
http://iot.linkeddata.es/def/adapters/ontology.ttl;http://iot.linkeddata.es/def/adapters#HighestTemperatureDeviation;HighestTemperatureDeviation
http://iot.linkeddata.es/def/adapters/ontology.ttl;http://iot.linkeddata.es/def/adapters#MotionProperty;MotionProperty
http://iot.linkeddata.es/def/adapters/ontology.ttl;http://iot.linkeddata.es/def/adapters#CarbonMonoxide;CarbonMonoxide
http://iot.linkeddata.es/def/adapters/ontology.ttl;http://iot.linkeddata.es/def/adapters#AverageTemperature;AverageTemperature
http://iot.linkeddata.es/def/adapters/ontology.ttl;http://iot.linkeddata.es/def/adapters#ActualActivePowerProduction;ActualActivePowerProduction
http://iot.linkeddata.es/def/adapters/ontology.ttl;http://iot.linkeddata.es/def/adapters#AverageHumidityDeviation;AverageHumidityDeviation
http://iot.linkeddata.es/def/adapters/ontology.ttl;http://iot.linkeddata.es/def/adapters#ConnectorDesiredMaxPower;ConnectorDesiredMaxPower
http://iot.linkeddata.es/def/adapters/ontology.ttl;http://iot.linkeddata.es/def/adapters#MaximalPowerPerConnector;MaximalPowerPerConnector
http://iot.linkeddata.es/def/adapters/ontology.ttl;http://iot.linkeddata.es/def/adapters#HVACSensor;HVACSensor
http://iot.linkeddata.es/def/adapters/ontology.ttl;http://iot.linkeddata.es/def/adapters#PhotovoltaicPanel;PhotovoltaicPanel
http://iot.linkeddata.es/def/adapters/ontology.ttl;http://iot.linkeddata.es/def/adapters#DelayedBaking;DelayedBaking
http://iot.linkeddata.es/def/adapters/ontology.ttl;http://iot.linkeddata.es/def/adapters#HeaterMinTemperature;HeaterMinTemperature
http://iot.linkeddata.es/def/adapters/ontology.ttl;http://iot.linkeddata.es/def/adapters#SimultaneousCharging;SimultaneousCharging
http://iot.linkeddata.es/def/adapters/ontology.ttl;http://iot.linkeddata.es/def/adapters#InverterPVActualActivePower;InverterPVActualActivePower
http://iot.linkeddata.es/def/adapters/ontology.ttl;http://iot.linkeddata.es/def/adapters#DeviceLightStatus;DeviceLightStatus
http://iot.linkeddata.es/def/adapters/ontology.ttl;http://www.w3.org/2002/07/owl#versionInfo;versionInfo
http://iot.linkeddata.es/def/adapters/ontology.ttl;http://iot.linkeddata.es/def/adapters#NominalElectricVehicleCurrent;NominalElectricVehicleCurrent
http://iot.linkeddata.es/def/adapters/ontology.ttl;http://iot.linkeddata.es/def/adapters#AverageMovementTime;AverageMovementTime
http://iot.linkeddata.es/def/adapters/ontology.ttl;http://iot.linkeddata.es/def/adapters#PowerConsumption;PowerConsumption
http://iot.linkeddata.es/def/adapters/ontology.ttl;http://iot.linkeddata.es/def/adapters#PVActualDCPower;PVActualDCPower
http://iot.linkeddata.es/def/adapters/ontology.ttl;http://iot.linkeddata.es/def/adapters#PeopleCounter;PeopleCounter
http://iot.linkeddata.es/def/adapters/ontology.ttl;http://iot.linkeddata.es/def/adapters#ActualActivePowerGeneration;ActualActivePowerGeneration
http://iot.linkeddata.es/def/adapters/ontology.ttl;http://www.w3.org/ns/ssn/systems/Sensitivity;Sensitivity
http://iot.linkeddata.es/def/adapters/ontology.ttl;http://iot.linkeddata.es/def/adapters#FastFreeze;FastFreeze
http://iot.linkeddata.es/def/adapters/ontology.ttl;http://www.w3.org/ns/ssn/systems/Latency;Latency
http://iot.linkeddata.es/def/adapters/ontology.ttl;http://iot.linkeddata.es/def/adapters#RefrigeratorLightStatus;RefrigeratorLightStatus
http://iot.linkeddata.es/def/adapters/ontology.ttl;http://iot.linkeddata.es/def/adapters#InverterTotalDCPower;InverterTotalDCPower
http://iot.linkeddata.es/def/adapters/ontology.ttl;http://iot.linkeddata.es/def/adapters#InverterAccumulatedActiveEnergyConsumption;InverterAccumulatedActiveEnergyConsumption
http://iot.linkeddata.es/def/adapters/ontology.ttl;http://www.w3.org/ns/ssn/systems/Selectivity;Selectivity
http://iot.linkeddata.es/def/adapters/ontology.ttl;http://iot.linkeddata.es/def/adapters#DoorSensor;DoorSensor
http://iot.linkeddata.es/def/adapters/ontology.ttl;http://iot.linkeddata.es/def/adapters#FanSpeed;FanSpeed
http://iot.linkeddata.es/def/adapters/ontology.ttl;http://iot.linkeddata.es/def/adapters#Baking;Baking
http://iot.linkeddata.es/def/adapters/ontology.ttl;http://iot.linkeddata.es/def/adapters#SolarRadiationAmbientProperty;SolarRadiationAmbientProperty
http://iot.linkeddata.es/def/adapters/ontology.ttl;http://iot.linkeddata.es/def/adapters#FreezerTemperature;FreezerTemperature
http://iot.linkeddata.es/def/adapters/ontology.ttl;http://iot.linkeddata.es/def/adapters#StoredEnergy;StoredEnergy
http://iot.linkeddata.es/def/adapters/ontology.ttl;http://iot.linkeddata.es/def/adapters#ConsumerActivePowerLoad;ConsumerActivePowerLoad
http://iot.linkeddata.es/def/adapters/ontology.ttl;http://iot.linkeddata.es/def/adapters#Luminance;Luminance
http://iot.linkeddata.es/def/adapters/ontology.ttl;http://www.w3.org/ns/ssn/systems/Drift;Drift
http://iot.linkeddata.es/def/adapters/ontology.ttl;http://iot.linkeddata.es/def/adapters#InverterActualReactivePower;InverterActualReactivePower
http://iot.linkeddata.es/def/adapters/ontology.ttl;http://iot.linkeddata.es/def/adapters#PanicButton;PanicButton
http://iot.linkeddata.es/def/adapters/ontology.ttl;http://iot.linkeddata.es/def/adapters#DeviceStatus;DeviceStatus
http://iot.linkeddata.es/def/adapters/ontology.ttl;http://iot.linkeddata.es/def/adapters#GPSLatitude;GPSLatitude
http://iot.linkeddata.es/def/adapters/ontology.ttl;http://iot.linkeddata.es/def/adapters#BakingEndTimeHour;BakingEndTimeHour
http://iot.linkeddata.es/def/adapters/ontology.ttl;http://iot.linkeddata.es/def/adapters#AverageCO2Concentration;AverageCO2Concentration
http://iot.linkeddata.es/def/adapters/ontology.ttl;http://iot.linkeddata.es/def/adapters#ConnectorSmartChargingProfile;ConnectorSmartChargingProfile
http://iot.linkeddata.es/def/adapters/ontology.ttl;http://iot.linkeddata.es/def/adapters#LuminusIntensity;LuminusIntensity
http://iot.linkeddata.es/def/adapters/ontology.ttl;http://iot.linkeddata.es/def/adapters#ChildLock;ChildLock
http://iot.linkeddata.es/def/adapters/ontology.ttl;http://iot.linkeddata.es/def/adapters#CarbonDioxide;CarbonDioxide
http://iot.linkeddata.es/def/adapters/ontology.ttl;http://iot.linkeddata.es/def/adapters#HeaterMeatProbeAllowed;HeaterMeatProbeAllowed
http://iot.linkeddata.es/def/adapters/ontology.ttl;http://iot.linkeddata.es/def/adapters#SmartOven;SmartOven
http://iot.linkeddata.es/def/adapters/ontology.ttl;http://iot.linkeddata.es/def/adapters#ActualActivePowerLoad;ActualActivePowerLoad
http://iot.linkeddata.es/def/adapters/ontology.ttl;http://iot.linkeddata.es/def/adapters#MaxCO2Concentration;MaxCO2Concentration
http://iot.linkeddata.es/def/adapters/ontology.ttl;http://iot.linkeddata.es/def/adapters#MaxLightIntensity;MaxLightIntensity
http://iot.linkeddata.es/def/adapters/ontology.ttl;http://iot.linkeddata.es/def/adapters#ActivityTracker;ActivityTracker
http://iot.linkeddata.es/def/adapters/ontology.ttl;http://iot.linkeddata.es/def/adapters#BeaconReader;BeaconReader
http://iot.linkeddata.es/def/adapters/ontology.ttl;http://iot.linkeddata.es/def/adapters#AverageCO2ConcentrationDeviation;AverageCO2ConcentrationDeviation
http://iot.linkeddata.es/def/adapters/ontology.ttl;http://iot.linkeddata.es/def/adapters#BatteryChargeStatus;BatteryChargeStatus
http://iot.linkeddata.es/def/adapters/ontology.ttl;http://www.w3.org/2003/06/sw-vocab-status/ns#term_status;term_status
http://iot.linkeddata.es/def/adapters/ontology.ttl;http://iot.linkeddata.es/def/adapters#BakingTime;BakingTime
http://iot.linkeddata.es/def/adapters/ontology.ttl;http://iot.linkeddata.es/def/adapters#BakingStep;BakingStep
http://iot.linkeddata.es/def/adapters/ontology.ttl;http://iot.linkeddata.es/def/adapters#RadiantIntensity;RadiantIntensity
http://iot.linkeddata.es/def/adapters/ontology.ttl;http://iot.linkeddata.es/def/adapters#RelativeHumidity;RelativeHumidity
http://iot.linkeddata.es/def/adapters/ontology.ttl;http://iot.linkeddata.es/def/adapters#Charger;Charger
http://iot.linkeddata.es/def/adapters/ontology.ttl;http://iot.linkeddata.es/def/adapters#BakingRemainingTime;BakingRemainingTime
http://iot.linkeddata.es/def/adapters/ontology.ttl;http://iot.linkeddata.es/def/adapters#CO2Concentration;CO2Concentration
http://iot.linkeddata.es/def/adapters/ontology.ttl;http://iot.linkeddata.es/def/adapters#InverterGridActivePowerLoad;InverterGridActivePowerLoad
http://iot.linkeddata.es/def/adapters/ontology.ttl;http://iot.linkeddata.es/def/adapters#HumiditySensor;HumiditySensor
http://iot.linkeddata.es/def/adapters/ontology.ttl;http://iot.linkeddata.es/def/adapters#DiastolicBloodPressure;DiastolicBloodPressure
http://iot.linkeddata.es/def/adapters/ontology.ttl;http://iot.linkeddata.es/def/adapters#TimeProperty;TimeProperty
http://iot.linkeddata.es/def/adapters/ontology.ttl;http://iot.linkeddata.es/def/adapters#PVConnectionStatus;PVConnectionStatus
http://iot.linkeddata.es/def/adapters/ontology.ttl;http://iot.linkeddata.es/def/adapters#AverageHumidity;AverageHumidity
http://iot.linkeddata.es/def/adapters/ontology.ttl;http://iot.linkeddata.es/def/adapters#AverageMovemenetShare;AverageMovemenetShare
http://iot.linkeddata.es/def/adapters/ontology.ttl;http://iot.linkeddata.es/def/adapters#MaxTemperature;MaxTemperature
http://iot.linkeddata.es/def/adapters/ontology.ttl;http://iot.linkeddata.es/def/adapters#MaxSound;MaxSound
http://iot.linkeddata.es/def/adapters/ontology.ttl;http://iot.linkeddata.es/def/adapters#ValvePosition;ValvePosition
http://iot.linkeddata.es/def/adapters/ontology.ttl;http://iot.linkeddata.es/def/adapters#GlobalSolarRadiation;GlobalSolarRadiation
http://iot.linkeddata.es/def/adapters/ontology.ttl;http://iot.linkeddata.es/def/adapters#Weight;Weight
http://iot.linkeddata.es/def/adapters/ontology.ttl;http://iot.linkeddata.es/def/adapters#OpenClosed;OpenClosed
http://iot.linkeddata.es/def/adapters/ontology.ttl;http://iot.linkeddata.es/def/adapters#DirectSolarRadiation;DirectSolarRadiation
http://iot.linkeddata.es/def/adapters/ontology.ttl;http://iot.linkeddata.es/def/adapters#ChargeStatus;ChargeStatus
http://iot.linkeddata.es/def/adapters/ontology.ttl;http://iot.linkeddata.es/def/adapters#AverageTemperatureDeviation;AverageTemperatureDeviation
http://iot.linkeddata.es/def/adapters/ontology.ttl;http://iot.linkeddata.es/def/adapters#BatteryActualDCVoltage;BatteryActualDCVoltage
http://iot.linkeddata.es/def/adapters/ontology.ttl;http://iot.linkeddata.es/def/adapters#AmbientProperty;AmbientProperty
http://iot.linkeddata.es/def/adapters/ontology.ttl;http://iot.linkeddata.es/def/adapters#ReactivePowerProduction;ReactivePowerProduction
http://iot.linkeddata.es/def/adapters/ontology.ttl;http://iot.linkeddata.es/def/adapters#ActivePowerProduction;ActivePowerProduction
http://iot.linkeddata.es/def/adapters/ontology.ttl;http://iot.linkeddata.es/def/adapters#ReactivePowerSetPoint;ReactivePowerSetPoint
http://iot.linkeddata.es/def/adapters/ontology.ttl;http://www.w3.org/2000/01/rdf-schema#label;label
http://iot.linkeddata.es/def/adapters/ontology.ttl;http://iot.linkeddata.es/def/adapters#ActualActivePowerInjectedToGrid;ActualActivePowerInjectedToGrid
http://iot.linkeddata.es/def/adapters/ontology.ttl;http://iot.linkeddata.es/def/adapters#DeviceDoorStatusProperty;DeviceDoorStatusProperty
http://iot.linkeddata.es/def/adapters/ontology.ttl;http://iot.linkeddata.es/def/adapters#PVForecast;PVForecast
http://iot.linkeddata.es/def/adapters/ontology.ttl;http://iot.linkeddata.es/def/adapters#ConnectorCurrentChargingPower;ConnectorCurrentChargingPower
http://iot.linkeddata.es/def/adapters/ontology.ttl;http://iot.linkeddata.es/def/adapters#Steps;Steps
http://iot.linkeddata.es/def/adapters/ontology.ttl;http://iot.linkeddata.es/def/adapters#ActualReactivePowerProduction;ActualReactivePowerProduction
http://iot.linkeddata.es/def/adapters/ontology.ttl;http://iot.linkeddata.es/def/adapters#WeightScale;WeightScale
http://iot.linkeddata.es/def/adapters/ontology.ttl;http://iot.linkeddata.es/def/adapters#InverterActualActivePower;InverterActualActivePower
http://iot.linkeddata.es/def/adapters/ontology.ttl;http://iot.linkeddata.es/def/adapters#Irradiance;Irradiance
http://iot.linkeddata.es/def/adapters/ontology.ttl;http://iot.linkeddata.es/def/adapters#DeviceLightStatusProperty;DeviceLightStatusProperty
http://iot.linkeddata.es/def/adapters/ontology.ttl;http://iot.linkeddata.es/def/adapters#DeviceTemperatureProperty;DeviceTemperatureProperty
http://iot.linkeddata.es/def/adapters/ontology.ttl;http://iot.linkeddata.es/def/adapters#MinHumidity;MinHumidity
http://iot.linkeddata.es/def/adapters/ontology.ttl;http://iot.linkeddata.es/def/adapters#ActivePowerSetPoint;ActivePowerSetPoint
http://iot.linkeddata.es/def/adapters/ontology.ttl;http://iot.linkeddata.es/def/adapters#Battery;Battery
http://iot.linkeddata.es/def/adapters/ontology.ttl;http://iot.linkeddata.es/def/adapters#Azimuth;Azimuth
http://iot.linkeddata.es/def/adapters/ontology.ttl;http://www.w3.org/ns/ssn/systems/OperatingRange;OperatingRange
http://iot.linkeddata.es/def/adapters/ontology.ttl;http://iot.linkeddata.es/def/adapters#AlarmTime;AlarmTime
http://iot.linkeddata.es/def/adapters/ontology.ttl;http://iot.linkeddata.es/def/adapters#Radiance;Radiance
http://iot.linkeddata.es/def/adapters/ontology.ttl;http://iot.linkeddata.es/def/adapters#AccumulatedEnergyConsumed;AccumulatedEnergyConsumed
http://iot.linkeddata.es/def/adapters/ontology.ttl;http://purl.org/dc/terms/license;license
http://iot.linkeddata.es/def/adapters/ontology.ttl;http://iot.linkeddata.es/def/adapters#ActualBatteryStateOfCharge;ActualBatteryStateOfCharge
http://iot.linkeddata.es/def/adapters/ontology.ttl;http://iot.linkeddata.es/def/adapters#ActualEnergyConsumedChargingSession;ActualEnergyConsumedChargingSession
http://iot.linkeddata.es/def/adapters/ontology.ttl;http://iot.linkeddata.es/def/adapters#GPSPrecision;GPSPrecision
http://iot.linkeddata.es/def/adapters/ontology.ttl;http://iot.linkeddata.es/def/adapters#UpperStateOfChargeBoundary;UpperStateOfChargeBoundary
http://iot.linkeddata.es/def/adapters/ontology.ttl;http://iot.linkeddata.es/def/adapters#ChargingStationOperationalStatus;ChargingStationOperationalStatus
http://iot.linkeddata.es/def/adapters/ontology.ttl;http://iot.linkeddata.es/def/adapters#OvenDoorStatus;OvenDoorStatus
http://iot.linkeddata.es/def/adapters/ontology.ttl;http://iot.linkeddata.es/def/adapters#PVInstalledCapacity;PVInstalledCapacity
http://iot.linkeddata.es/def/adapters/ontology.ttl;http://iot.linkeddata.es/def/adapters#Lightbulb;Lightbulb
http://iot.linkeddata.es/def/adapters/ontology.ttl;http://iot.linkeddata.es/def/adapters#OccupancySensor;OccupancySensor
http://iot.linkeddata.es/def/adapters/ontology.ttl;http://iot.linkeddata.es/def/adapters#LightProperty;LightProperty
http://iot.linkeddata.es/def/adapters/ontology.ttl;http://iot.linkeddata.es/def/adapters#TemperatureProperty;TemperatureProperty
http://iot.linkeddata.es/def/adapters/ontology.ttl;http://iot.linkeddata.es/def/adapters#HeaterMaxTemperature;HeaterMaxTemperature
http://iot.linkeddata.es/def/adapters/ontology.ttl;http://www.w3.org/ns/ssn/systems/SurvivalRange;SurvivalRange
http://iot.linkeddata.es/def/adapters/ontology.ttl;http://iot.linkeddata.es/def/adapters#EnergySupplySystem;EnergySupplySystem
http://iot.linkeddata.es/def/adapters/ontology.ttl;http://iot.linkeddata.es/def/adapters#Location;Location
